origin,participant_id,age,Country of Birth,Current Country of Residence,Employment Status,First Language,Nationality,Sex,Student Status,Knowledge of software development techniques ,platform: Desktop,platform: Mobile,platform: Web (Back-end),platform: Web (Front-end),platform: WebAssembly,platform: Server / Infrastructure,platform: IoT / Embedded,platform: Classic AUTOSAR ECU,platform: Adaptive AUTOSAR ECU,platform: Consoles (Xbox / PlayStation / Nintendo etc.),platform: Not decided yet (research / proof of concept),platform: I don't develop anything,platform: Other,softwareType: Automotive Chassis,softwareType: Automotive Drive Train,"softwareType: Automated Driving, Driver Assistance",softwareType: Augmented Reality / Virtual Reality,softwareType: Business Intelligence / Data Science / Machine Learning,softwareType: Blockchain,softwareType: Database / Data Storage,softwareType: Education / Training,softwareType: Entertainment / Infotainment,softwareType: Fintech (Finance),softwareType: Games,softwareType: Hardware,softwareType: Home Automation,softwareType: IT Infrastructure,softwareType: Libraries / Frameworks,softwareType: Programming Tools,softwareType: Security,softwareType: System Software (e.g. OS driver),softwareType: Utilities (small apps for small tasks),softwareType: Websites,softwareType: Other,codeSize,teamSize,testLevel: Unit Tests,testLevel: Component Tests,testLevel: Integration Tests,testLevel: System Tests,testLevel: Software in the loop Tests (i),testLevel: Platform in the loop Tests,testLevel: Hardware in the loop Tests,testLevel: Other,testingPractices: Manual testing,testingPractices: Automated testing,testingPractices: Continuous Integration,testingPractices: Regression Testing,testingPractices: Fuzzing,testingPractices: Property based testing,testingPractices: Parameterized tests,testingPractices: Test generation,testingPractices: Other,frequency,severity,consequences: Rerun of failing tests without analyzing the failure,consequences: Rerun of passing tests assuming hidden bugs,consequences: Developer time gets wasted inspecting flaky failures,consequences: Computing power is spent rerunning flaky tests,consequences: Merging pull-requests is harder because this requires a passing test suite,consequences: Delayed releases,otherConsequences: otherConsequences1,otherConsequences: otherConsequences2,otherConsequences: otherConsequences3,rootCause: Making asynchronous calls without waiting for the result properly (thread.sleep),"rootCause: Race conditions, deadlocks or other concurrency related errors",rootCause: Prior test did not cleanup properly after running (i),rootCause: Another test that should run before your test and set up the environment was not executed (successfully) (i),rootCause: Could not acquire resources because of a resource leak (i),rootCause: Remote connection failure (i),rootCause: Local bad socket management,rootCause: Relying on the system time (i),rootCause: Accessing values that were already deleted by the garbage collector or relying on the garbage collector to have already cleaned up,rootCause: Using randomness without accounting for all possible values,rootCause: Rounding errors when using floating-point operations,rootCause: Assuming a specific order when iterating over unordered collections,rootCause: Asserting a too restrictive range (i),rootCause: Single test takes too long (Test case timeout),rootCause: All tests together take too long (Test suite timeout),"rootCause: Relying on a specific platform (e.g. 32/64 bit, Kernel version)",rootCause: The test infrastructure fails to provide a proper environment (e.g. installing dependencies),rootCause: Reading values from uninitialized variables,rootCause: Differences between compilers likeundefined behavior or compiler optimizations,"rootCause: Using random, non-seeded values for testing",rootCause: Unknown Cause,otherRootCauses: otherRootCause1,otherRootCauses: otherRootCause2,otherRootCauses: otherRootCause3,mitigationStrategies: Rerun failing tests,mitigationStrategies: Rerun test in different environment,mitigationStrategies: Shuffle test order,mitigationStrategies: Mark test as flaky (i),mitigationStrategies: Disable test case,mitigationStrategies: Automatically disable tests that show flaky behavior,mitigationStrategies: Automatically file bug report / issue,mitigationStrategies: Automatically detect flaky tests (i),mitigationStrategies: Automatically debug flaky failures (i),mitigationStrategies: Visualize Flakiness (i),mitigationStrategies: Quantify flakiness (i),mitigationStrategies: Encourage developers to fix their flaky tests through incentives or penalties,otherMitigations: otherMitigations1,otherMitigations: otherMitigations2,otherMitigations: otherMitigations3,wishes
global,93,21.0,Portugal,Portugal,Part-Time,Portuguese,Portugal,Female,Yes,"Search technologies, Web servers",Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,10k - 100k LOC,6 - 10,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Daily,A serious problem,Sometimes,Very Often,Very Often,Very Often,Sometimes,Sometimes,,,,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Rarely,,,,Very Often,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Sometimes,,,,
global,94,48.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Female,No,"Cloud computing, Web servers, Database management, Monitoring",Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10k - 100k LOC,2 - 5,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Weekly,A minor problem,Sometimes,Very Often,Sometimes,Rarely,Sometimes,Rarely,,,,Very Often,Sometimes,Rarely,Sometimes,Very Often,Sometimes,Very Often,Sometimes,Rarely,Sometimes,Very Often,Rarely,Never,Never,Rarely,Rarely,Sometimes,Rarely,Never,Rarely,Not answered,,,,Very Often,Very Often,Rarely,Sometimes,Very Often,Sometimes,Always,Sometimes,Very Often,Always,Sometimes,Sometimes,,,,"A tool to help debug in case the test has any problems, as well as suggested fixes."
global,95,18.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,Yes,"Web servers, Search technologies, Debugging",Checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,less than 1k LOC,Just me,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Monthly,A moderate problem,Very Often,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,,,,Sometimes,Very Often,Sometimes,Sometimes,Very Often,Very Often,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Very Often,Very Often,Very Often,Sometimes,Sometimes,Very Often,,,,Very Often,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Very Often,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,,,,
global,96,21.0,Portugal,Portugal,Part-Time,Portuguese,Portugal,Female,Yes,"Search technologies, Monitoring, Web servers, Database management",Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,2 - 5,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Daily,A moderate problem,Sometimes,Rarely,Sometimes,Rarely,Rarely,Rarely,,,,Sometimes,Sometimes,Rarely,Very Often,Sometimes,Very Often,Rarely,Rarely,Rarely,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Very Often,Very Often,Sometimes,Rarely,Never,Rarely,Rarely,,,,Very Often,Very Often,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Very Often,Very Often,Very Often,Very Often,Always,,,,Automatically detect and report flaky failures!
global,97,40.0,Greece,Greece,Full-Time,Greek,Greece,Male,No,"Functional testing, Version control, Debugging, Database management",Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,1k - 10k LOC,2 - 5,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A serious problem,Very Often,Never,Very Often,Never,Never,Very Often,,,,Sometimes,Very Often,Rarely,Never,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Never,Never,Rarely,Never,Never,Never,Rarely,Never,Never,Not answered,,,,Always,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Never,,,,"I find that most of the times the cause of a flaky test is user operation. If I had a way to record all of the steps the tester did while evaluating the software, I would have a better understanding of the situation and maybe I would be able to reproduce the error."
global,98,28.0,Mexico,Mexico,Full-Time,Spanish,Mexico,Male,Yes,"Version control, Debugging, Unit testing",Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,1k - 10k LOC,2 - 5,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Sometimes,Very Often,Always,Always,Always,Always,,,,Sometimes,Very Often,Very Often,Very Often,Sometimes,Very Often,Rarely,Very Often,Very Often,Rarely,Very Often,Very Often,Sometimes,Rarely,Very Often,Rarely,Always,Sometimes,Rarely,Very Often,Very Often,,,,Very Often,Always,Rarely,Very Often,Rarely,Rarely,Always,Always,Very Often,Very Often,Sometimes,Always,,,,Some tool that can help me visualize HTTP requests in an Android application
global,99,23.0,Poland,Poland,Full-Time,Polish,Poland,Male,Yes,"Shell scripting, Background processing, Version control, Debugging, Unit testing, Web servers, Responsive design, UI design",Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,10k - 100k LOC,2 - 5,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,A few times a year,A moderate problem,Sometimes,Very Often,Sometimes,Sometimes,Rarely,Rarely,,,,Rarely,Sometimes,Never,Rarely,Rarely,Sometimes,Sometimes,Rarely,Never,Rarely,Sometimes,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Rarely,,,,Very Often,Very Often,Never,Sometimes,Rarely,Sometimes,Sometimes,Never,Never,Sometimes,Rarely,Rarely,,,,Factors that could cause flaky tests.
global,100,28.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No,"UI design, Database management",Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,less than 1k LOC,2 - 5,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Very Often,Very Often,Sometimes,Rarely,Rarely,Very Often,,,,Sometimes,Rarely,Very Often,Sometimes,Rarely,Never,Never,Rarely,Never,Rarely,Rarely,Never,Never,Rarely,Rarely,Sometimes,Never,Rarely,Never,Never,Very Often,,,,Very Often,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Never,Never,Never,Never,Rarely,,,,More colleagues in the team to help us!
global,101,31.0,Portugal,Portugal,Full-Time,Portuguese,Portugal,Male,No,"Cloud computing, Shell scripting, Version control, Virtualisation, Debugging, Web servers, Responsive design, UI design, UX",Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,1M - 10M LOC,11 - 20,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Sometimes,Rarely,Rarely,Rarely,Never,Never,,,,Never,Never,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Never,Rarely,Sometimes,Mocks not setup correctly,,,Sometimes,Never,Very Often,Never,Rarely,Never,Never,Never,Never,Rarely,Never,Never,,,,List of all values that changed between rwo test executions
global,102,31.0,Norway,Norway,Full-Time,Norwegian,Norway,Male,No,"Version control, Virtualisation, Debugging, Database management, Unit testing, Web servers, Background processing, Shell scripting, Functional testing",Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,100k - 1M LOC,6 - 10,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Monthly,A minor problem,Rarely,Sometimes,Sometimes,Sometimes,Always,Sometimes,,,,Rarely,Sometimes,Rarely,Never,Sometimes,Sometimes,Rarely,Never,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,Rarely,Never,Never,Never,Rarely,,,,Always,Rarely,Never,Never,Rarely,Never,Never,Never,Never,Never,Never,Never,,,,CI/CG automatic analysis tool that can rerun failed test and find a probability of failiure.
global,103,27.0,Canada,Ireland,Part-Time,English,Canada,Male,Yes,Database management,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,1k - 10k LOC,Just me,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,Not a problem,Never,Sometimes,Never,Never,Never,Never,,,,Sometimes,Never,Never,Sometimes,Never,Never,Never,Very Often,Never,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Not answered,,,,Sometimes,Sometimes,Never,Never,Never,Never,Never,Never,Never,Sometimes,Sometimes,Never,,,,none
global,104,30.0,Israel,France,Full-Time,DATA EXPIRED,France,Male,No,"Cloud computing, Shell scripting, Background processing, Version control, Virtualisation, Debugging, Database management",Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,less than 1k LOC,2 - 5,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,A few times a year,A minor problem,Sometimes,Rarely,Rarely,Rarely,Sometimes,Very Often,frustraion from debugging ,,,Never,Rarely,Never,Never,Never,Sometimes,Never,Sometimes,Never,Sometimes,Never,Never,Never,Never,Never,Never,Never,Never,Never,Sometimes,Never,,,,Never,Never,Never,Never,Never,Never,Never,Never,Never,Never,Rarely,Sometimes,,,,"failure rate, root cause analysis"
global,105,46.0,Argentina,Canada,Full-Time,Spanish,Argentina,Male,No,"Cloud computing, Monitoring, Web servers, Unit testing, Functional testing, UI design, UX, Background processing",Checked,Not checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Checked,Checked,Not checked,Not checked,Checked,Not checked,10k - 100k LOC,6 - 10,Checked,Checked,Checked,Checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A minor problem,Sometimes,Sometimes,Rarely,Sometimes,Sometimes,Rarely,,,,Rarely,Sometimes,Sometimes,Sometimes,Very Often,Rarely,Rarely,Rarely,Sometimes,Very Often,Sometimes,Sometimes,Sometimes,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Very Often,Never,,,,Very Often,Sometimes,Very Often,Very Often,Sometimes,Very Often,Very Often,Sometimes,Sometimes,Rarely,Sometimes,Never,,,,A tool or program that can rerun tests in the exact order that they are failed would be very helpful
global,106,24.0,Portugal,Portugal,Part-Time,Portuguese,Portugal,Female,Yes,"caching, Unit testing, Functional testing, Responsive design, Database management, Background processing, Search technologies, Web servers, Shell scripting, Debugging, Monitoring, Cloud computing",Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,1k - 10k LOC,Just me,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Very Often,Rarely,Very Often,Very Often,Very Often,Rarely,,,,Sometimes,Sometimes,Very Often,Very Often,Rarely,Rarely,Rarely,Rarely,Rarely,Rarely,Very Often,Rarely,Rarely,Sometimes,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Very Often,,,,Very Often,Sometimes,Never,Never,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,,,,i don't know
global,107,30.0,Chile,Chile,Full-Time,Spanish,Chile,Male,No,"Cloud computing, Shell scripting, Version control, Debugging, Functional testing, Web servers, Database management, UI design, Responsive design",Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Checked,Checked,Not checked,10k - 100k LOC,2 - 5,Checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Weekly,A moderate problem,Rarely,Very Often,Very Often,Sometimes,Sometimes,Very Often,,,,Sometimes,Rarely,Rarely,Sometimes,Rarely,Very Often,Rarely,Rarely,Rarely,Sometimes,Rarely,Rarely,Rarely,Rarely,Rarely,Sometimes,Never,Never,Never,Rarely,Sometimes,,,,Very Often,Very Often,Sometimes,Sometimes,Very Often,Very Often,Rarely,Sometimes,Sometimes,Sometimes,Sometimes,Never,,,,proper documentation and a tool that show where the error is or what may cause it
global,108,26.0,Spain,Spain,Full-Time,Spanish,Spain,Male,Yes,"Version control, Debugging, Cloud computing, Web servers, Background processing",Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,100k - 1M LOC,21 - 100,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Checked,Not checked,Not checked,Not checked,Checked,Not checked,Monthly,A serious problem,Very Often,Very Often,Very Often,Never,Always,Always,,,,Always,Always,Never,Sometimes,Never,Never,Never,Rarely,Rarely,Never,Rarely,Rarely,Rarely,Never,Never,Never,Never,Sometimes,Sometimes,Never,Not answered,,,,Very Often,Never,Never,Sometimes,Rarely,Never,Always,Always,Always,Never,Never,Always,,,,I would like to use swagger to define more preciesly the functionality that a given component has to perform. We do not use it in our project.<br><br>I think it could also help when documenting the implementations for future revision of the code.
global,109,36.0,Canada,Canada,Full-Time,English,Canada,Male,No,"Cloud computing, Virtualisation, Debugging, Unit testing, Web servers, Database management, UI design, UX, Functional testing, Shell scripting, caching",Not checked,Checked,Not checked,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,more than 10M LOC,More than 100 developers,Checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Not checked,Checked,Checked,Not checked,Not checked,Not checked,Not checked,Checked,Not checked,Not checked,Weekly,A minor problem,Sometimes,Very Often,Very Often,Rarely,Rarely,Rarely,,,,Very Often,Sometimes,Very Often,Rarely,Never,Rarely,Never,Never,Rarely,Never,Never,Rarely,Never,Very Often,Rarely,Never,Rarely,Sometimes,Never,Never,Not answered,,,,Very Often,Rarely,Rarely,Sometimes,Never,Rarely,Sometimes,Rarely,Rarely,Sometimes,Sometimes,Never,,,,"Would be nice to had a guide or tips on how to reduce flakiness in tools such as selenium.  A knowledge base on how to handle waits, strings, locaters etc better.  Process to run tests multiple times and in different orders. "
